customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5590-['C' 'W' 'H' 'G' 'R'],Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,99.14,6845.26,No
9201-['Z' 'W' 'J' 'S' 'W'],Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),83.31,4399.99,No
5000-['B' 'Z' 'A' 'I' 'O'],Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),83.35,2591.97,No
2809-['R' 'V' 'G' 'N' 'R'],Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,81.32,5605.35,Yes
3931-['S' 'E' 'I' 'R' 'M'],Female,0,No,No,69,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,66.39,4579.44,Yes
8748-['X' 'V' 'T' 'O' 'Z'],Female,1,Yes,No,25,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),58.46,1467.70,No
6202-['T' 'K' 'I' 'U' 'V'],Male,1,No,Yes,42,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),72.04,3005.59,No
5443-['P' 'K' 'B' 'Y' 'H'],Male,0,Yes,No,69,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),41.5,2864.56,No
4958-['Y' 'U' 'E' 'K' 'K'],Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.56,1438.45,Yes
3184-['K' 'E' 'I' 'A' 'Z'],Female,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),54.55,1424.76,No
6321-['H' 'S' 'P' 'M' 'X'],Female,0,No,No,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,79.91,5124.07,No
3024-['D' 'N' 'G' 'L' 'X'],Male,0,Yes,Yes,57,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.23,3668.74,Yes
8018-['V' 'O' 'G' 'T' 'Z'],Male,1,No,Yes,1,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),52.66,52.66,No
8216-['E' 'H' 'J' 'F' 'U'],Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.84,236.65,Yes
4873-['Z' 'E' 'J' 'C' 'M'],Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.95,6361.14,Yes
1431-['O' 'B' 'C' 'T' 'R'],Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,67.04, ,Yes
2085-['T' 'T' 'O' 'V' 'E'],Female,0,No,Yes,69,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,45.29,3117.68,No
6398-['K' 'W' 'C' 'I' 'G'],Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.35,240.78,Yes
1799-['B' 'O' 'L' 'P' 'Z'],Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,798.85,No
6263-['S' 'C' 'V' 'T' 'D'],Male,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),39.97,1728.72,No
5640-['V' 'H' 'X' 'O' 'X'],Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,451.62,No
6172-['Z' 'V' 'E' 'T' 'L'],Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25, ,Yes
9275-['D' 'V' 'O' 'F' 'E'],Female,0,No,Yes,6,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),45.84,288.13,No
4853-['K' 'I' 'X' 'J' 'F'],Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,77.12,3679.47,Yes
4498-['I' 'E' 'J' 'T' 'N'],Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,542.31,No
5191-['W' 'U' 'J' 'V' 'K'],Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),82.71,2117.17,Yes
6135-['G' 'R' 'Y' 'G' 'X'],Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.7,174.50,Yes
9061-['U' 'O' 'S' 'R' 'O'],Female,0,Yes,No,19,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),53.79,1016.41,No
9785-['C' 'A' 'A' 'G' 'J'],Male,1,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.12,845.46,No
7714-['H' 'V' 'W' 'Q' 'N'],Male,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,63.69,121.22,Yes
3136-['U' 'W' 'F' 'T' 'Q'],Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.72,69.72,Yes
1083-['Z' 'Z' 'H' 'M' 'P'],Male,1,No,No,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,68.63,2402.85,No
9890-['Q' 'R' 'H' 'R' 'K'],Female,0,No,No,42,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.96,3510.42,No
7572-['L' 'O' 'Z' 'Y' 'C'],Male,0,Yes,No,10,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.88,562.82,Yes
2890-['I' 'K' 'H' 'D' 'V'],Male,1,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.84,1292.81,Yes
4063-['T' 'O' 'E' 'G' 'H'],Female,0,No,No,65,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),47.81,3098.78,No
3694-['H' 'D' 'A' 'V' 'E'],Female,0,No,No,68,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,65.62,4457.21,No
9223-['K' 'D' 'B' 'Q' 'Y'],Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,72.74,1240.59,Yes
5191-['B' 'I' 'F' 'F' 'R'],Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.86,1773.49,No
1789-['C' 'O' 'G' 'M' 'J'],Male,0,Yes,Yes,66,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.88,3681.86,Yes
7671-['I' 'U' 'J' 'S' 'Q'],Female,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,49.18,3473.78,No
6155-['O' 'Z' 'J' 'T' 'I'],Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,270.71,No
6735-['T' 'F' 'W' 'J' 'X'],Male,1,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.79,1713.33,No
8940-['N' 'Q' 'K' 'D' 'W'],Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,88.57,2917.24,Yes
2172-['V' 'A' 'R' 'G' 'V'],Female,0,Yes,No,10,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),80.93,815.10,Yes
3917-['F' 'N' 'W' 'Z' 'L'],Female,0,No,Yes,55,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,71.71,3919.15,Yes
2960-['I' 'B' 'R' 'E' 'Z'],Female,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.38,859.05,No
3390-['L' 'N' 'M' 'C' 'O'],Male,1,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.62,844.91,Yes
5942-['C' 'T' 'S' 'O' 'S'],Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,52.07,149.94,Yes
6142-['M' 'W' 'J' 'B' 'K'],Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.87,6158.69,Yes
2432-['V' 'S' 'I' 'I' 'F'],Male,0,Yes,No,68,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,82.82,5621.35,Yes
6591-['H' 'O' 'F' 'G' 'T'],Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.11,20.11,Yes
8632-['D' 'H' 'M' 'X' 'N'],Male,0,No,Yes,53,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.89,3063.47,Yes
8409-['W' 'Q' 'R' 'N' 'X'],Male,0,No,No,5,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.33,292.08,Yes
8978-['J' 'M' 'T' 'P' 'N'],Male,1,Yes,No,51,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,41.71,2104.40,Yes
6378-['R' 'F' 'T' 'C' 'S'],Female,0,No,No,69,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.02,5048.09,Yes
4659-['H' 'Y' 'Y' 'E' 'Q'],Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,80.81,808.54,Yes
3569-['U' 'Q' 'I' 'M' 'J'],Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,350.78,No
2948-['H' 'G' 'B' 'B' 'D'],Female,0,No,No,65,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,48.25,3144.71,No
3536-['Y' 'N' 'X' 'K' 'U'],Male,1,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.56,4369.86,Yes
5477-['G' 'Y' 'S' 'D' 'B'],Male,1,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.11,2462.61,Yes
7104-['W' 'V' 'U' 'W' 'S'],Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,81.27,5442.14,Yes
2588-['R' 'U' 'G' 'K' 'J'],Male,0,No,No,69,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,84.82,5841.05,No
5342-['I' 'C' 'X' 'E' 'W'],Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,99.2,2980.99,No
7227-['E' 'Z' 'S' 'F' 'C'],Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.27,79.27,Yes
6306-['M' 'Q' 'C' 'W' 'C'],Male,0,Yes,Yes,37,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,70.68,2602.08,No
3358-['M' 'B' 'C' 'T' 'P'],Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.6,1135.38,No
2268-['L' 'Y' 'I' 'P' 'D'],Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.02,570.24,Yes
4096-['T' 'R' 'Z' 'A' 'G'],Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,51.82,87.69,Yes
9231-['H' 'X' 'V' 'I' 'N'],Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,74.86,854.79,Yes
6971-['E' 'T' 'U' 'B' 'U'],Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),70.05, ,Yes
7822-['W' 'V' 'R' 'Z' 'L'],Female,0,No,Yes,59,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,73.21,4313.40,Yes
7186-['J' 'M' 'I' 'P' 'U'],Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.34,84.42,No
5821-['Q' 'E' 'F' 'J' 'K'],Female,0,Yes,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,1103.60,No
8873-['G' 'N' 'D' 'E' 'S'],Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),54.92,433.48,Yes
6403-['T' 'J' 'F' 'B' 'C'],Female,0,No,Yes,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),86.1,6126.88,No
5142-['J' 'Q' 'G' 'Y' 'B'],Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.7,3588.28,Yes
5942-['C' 'E' 'V' 'H' 'D'],Female,0,Yes,No,1,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,81.37,81.37,Yes
8345-['S' 'H' 'W' 'F' 'E'],Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,1159.51,No
9165-['M' 'I' 'X' 'L' 'J'],Female,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,60.84,1594.24,No
2568-['K' 'F' 'C' 'F' 'I'],Female,0,No,No,47,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,60.45,2833.57,Yes
3933-['H' 'O' 'V' 'F' 'W'],Female,1,No,Yes,70,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.3,3023.09,No
3218-['J' 'K' 'D' 'M' 'H'],Female,1,No,No,37,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),52.84,1958.24,No
2022-['T' 'O' 'G' 'A' 'Y'],Female,0,Yes,Yes,65,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,59.96,3891.72,No
5808-['W' 'H' 'B' 'Z' 'N'],Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41.96,615.91,Yes
5907-['Z' 'W' 'Q' 'S' 'F'],Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,1087.31,No
3676-['E' 'Y' 'F' 'C' 'P'],Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.93,156.31,Yes
9862-['R' 'N' 'Y' 'O' 'Z'],Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.23,1571.27,No
2277-['D' 'K' 'E' 'I' 'E'],Male,0,Yes,No,6,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,45.61,299.22,Yes
4782-['R' 'R' 'T' 'X' 'B'],Female,1,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.25,850.59,Yes
4481-['W' 'M' 'M' 'Q' 'Y'],Male,0,Yes,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1283.50,No
5122-['Q' 'Z' 'F' 'N' 'U'],Female,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,89.10,Yes
8051-['E' 'E' 'D' 'W' 'Y'],Female,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.78,607.79,Yes
3545-['P' 'R' 'B' 'W' 'D'],Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.58,1027.01,No
4731-['Q' 'T' 'F' 'R' 'T'],Male,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.42,6707.02,Yes
6869-['V' 'X' 'R' 'A' 'W'],Female,0,Yes,No,56,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,60.45,3382.09,No
7940-['I' 'I' 'B' 'P' 'D'],Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.26,262.11,Yes
4472-['K' 'W' 'B' 'D' 'L'],Male,1,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,81.39,5065.96,Yes
9192-['W' 'F' 'P' 'B' 'N'],Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.38,631.80,No
8755-['S' 'C' 'S' 'K' 'D'],Female,0,No,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,90.0,6401.84,Yes
7960-['Q' 'G' 'E' 'S' 'Y'],Male,0,Yes,No,49,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,57.16,2793.41,No
4321-['S' 'I' 'Q' 'I' 'N'],Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.67,3413.79,Yes
4841-['X' 'O' 'P' 'S' 'A'],Female,1,No,Yes,42,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,60.18,2526.59,No
5918-['L' 'S' 'T' 'O' 'E'],Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.14,4602.69,No
1768-['K' 'I' 'G' 'B' 'Q'],Female,0,Yes,Yes,61,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,44.25,2721.35,No
8617-['S' 'C' 'H' 'U' 'Y'],Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.11,51.63,No
5117-['D' 'H' 'A' 'D' 'G'],Male,1,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.03,223.12,Yes
5824-['A' 'X' 'R' 'D' 'T'],Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.47,351.97,No
9391-['R' 'G' 'C' 'Y' 'U'],Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,82.64,2719.72,Yes
3091-['O' 'H' 'E' 'Q' 'Y'],Female,0,Yes,Yes,15,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,55.47,829.19,Yes
7326-['P' 'P' 'D' 'W' 'E'],Male,1,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.19,347.51,Yes
8721-['N' 'I' 'R' 'T' 'F'],Female,0,Yes,No,69,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.11,4276.91,No
6812-['Q' 'I' 'Y' 'C' 'P'],Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25, ,Yes
2971-['D' 'Z' 'X' 'V' 'O'],Male,0,No,No,70,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,59.73,4173.22,No
3127-['X' 'S' 'U' 'Q' 'D'],Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.5,1334.79,No
5387-['U' 'C' 'V' 'R' 'U'],Female,1,No,No,55,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,54.3,2972.08,No
1947-['E' 'I' 'V' 'W' 'X'],Male,1,Yes,No,0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95, ,Yes
7568-['N' 'U' 'X' 'B' 'Z'],Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.19,517.10,Yes
3142-['U' 'P' 'F' 'P' 'D'],Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.0,1352.61,No
1458-['E' 'R' 'C' 'H' 'K'],Female,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,88.13,6045.99,No
8380-['S' 'U' 'Y' 'C' 'L'],Female,1,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.16,1632.30,No
1942-['Z' 'W' 'X' 'P' 'E'],Female,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,53.37,3784.70,No
7610-['F' 'L' 'S' 'I' 'R'],Male,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,84.18,Yes
1258-['W' 'N' 'Z' 'X' 'U'],Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),74.93,3251.51,No
6988-['E' 'D' 'Y' 'V' 'P'],Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,72.65,4780.46,Yes
7343-['X' 'U' 'P' 'Y' 'B'],Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,83.12,1338.63,No
3306-['W' 'I' 'K' 'U' 'X'],Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,537.46,No
1960-['A' 'V' 'H' 'P' 'J'],Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),74.67,895.00,No
2512-['C' 'K' 'H' 'G' 'A'],Female,1,Yes,No,1,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.96,109.29,Yes
6719-['Z' 'Z' 'Q' 'K' 'G'],Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,71.7,141.56,Yes
7216-['N' 'E' 'R' 'X' 'Y'],Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25, ,No
7134-['M' 'E' 'H' 'O' 'V'],Male,0,Yes,Yes,38,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),46.43,1774.31,No
3779-['D' 'A' 'F' 'X' 'S'],Female,0,No,Yes,48,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),83.4,4020.24,No
6190-['M' 'G' 'I' 'A' 'U'],Female,0,Yes,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),51.59,771.02,No
1023-['M' 'S' 'U' 'A' 'Y'],Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,68.09,4477.55,Yes
9083-['U' 'S' 'R' 'W' 'E'],Male,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,74.67,5053.31,No
6337-['C' 'B' 'Z' 'V' 'J'],Male,1,No,Yes,4,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,195.30,Yes
1677-['S' 'Y' 'Q' 'S' 'M'],Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.04,71.40,Yes
2840-['W' 'R' 'K' 'T' 'T'],Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,93.69,1493.19,Yes
4314-['J' 'C' 'U' 'F' 'G'],Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,89.83,5301.23,No
6340-['U' 'W' 'T' 'E' 'V'],Male,0,No,No,36,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),58.54,2123.28,No
1392-['V' 'J' 'N' 'K' 'Q'],Male,1,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,631.99,No
5794-['S' 'F' 'B' 'N' 'P'],Male,0,Yes,Yes,4,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),52.99,206.81,Yes
6030-['A' 'B' 'I' 'Y' 'W'],Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),82.78,1570.85,Yes
8409-['U' 'T' 'R' 'R' 'J'],Female,0,Yes,No,70,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),59.08,4151.85,No
